date,text,NumberLikes,NumberComments,NumberViews
2021-04-20,"These delicate net-like crepes may look like an impossible dish to create, but Ili has just the thing. Skip the hassle and pair your favourite curry with this simple, gluten-free Roti Jala recipe! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3dzTNIi,",248,1,0
2021-04-19,"A quick easy dish you can definitely make for sahur! Just add a few bird’s eye chillies to your liking and enjoy this household Indonesian staple dish this Ramadhan. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2Qdt0Zi,",336,4,0
2021-04-19,"Black pepper in desserts? You read that right! You’ll be amazed by Anna Olson’s White Chocolate Black Pepper Scones - a sweet treat to be served with your favourite jam. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3ssrlMn,",223,0,0
2021-04-18,"Ready your ingredients and grab a pan because that’s all you’re going to need for Sarah’s One-Pan Red Curry Shakshuka - a deliciously simple Middle Eastern dish that hits the spot! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2QvbGPm,",298,0,0
2021-04-17,"From slurp-tastic Fishball Noodles to quality fried dough fritters, more affectionately known as You Tiao by the locals, here are some of the must-try dishes at Bedok South Market And Food Centre in Singapore. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3e88Bwx,",484,4,0
2021-04-17,"Whip up this Pinakbet Ilocano for lunch or dinner, and you’ll have yourself a healthy dish made with an array of crunchy vegetables and crispy pork belly. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3tmDUKI,",208,2,0
2021-04-16,"Nothing beats the joy of home-cooked food, and if sushi is what you’re craving for, we’ve got just the thing. Learn how to make your own sushi rice with this handy guide. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3abRk4n,",332,3,0
2021-04-16,"Looking for a sweet treat after a satisfying meal? These adorable morsels made of cassava, palm sugar, and grated coconuts certainly fits the bill. Serve these Getuk Singkong with a warm cup of tea and enjoy. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3ahWDzA,",288,3,0
2021-04-15,"Crispy on the outside and chewy on the inside, these Bakso Tahu are the ultimate afternoon snack! Try these fried-to-perfection tofu skin stuffed with a flavourful meatball paste and you'll understand why they're such a famous Indonesian dish. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3gcyJcC,",963,20,0
2021-04-15,"@ilisulaiman shows you how to give your classic pasta dish an Asian twist with her Kung Pow Chicken Spaghetti. You’re going to love how well the al dente swirls of spaghetti tastes when it’s coated a spicy Sichuan sauce. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/3snRgoy,",365,3,0
2021-04-14,"Let’s celebrate Korean Black Day with some Jjangmyeon! This coincidentally black noodle dish comes with its signature black bean sauce served with diced pork and vegetables! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2QqzpzS,",540,4,0
2021-04-14,"Anna Olson’s Mushroom Potato Brie Tarts are all you need to impress the rest! Toss in some potatoes with sauteed mushrooms and enjoy your incredibly savory entree. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3tfqdNl,",222,0,0
2021-04-13,"This nutrient-packed Balinese Spiced Salmon is the perfect meal you must try. Complement the juicy salmon fillet with sambal and serve it with pickled vegetables, and you’ll have yourself a healthy yet refreshing meal.

Check out @@fitthreesg for more must-try healthy meals and register at www.asianfoodnetwork.com and order more than 5 meals a week with them to enjoy 10% off your meals. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/3d9xaKv,",515,6,0
2021-04-13,"Take your canned sardines game to the next level and try Yuda’s Sarden Tomat for sahur. Not only is this dish of slow-cooked sardines in tomato sauce healthier for you, but it’s also incredibly simple to make. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/39ZrSz6,",356,2,0
2021-04-12,"@yudabustara's Sayur Bening is a light dish that’s not only easy to make but to eat as well. Pair this Indonesian Clear Vegetable Soup with rice or protein, and you’ll have yourself a delicious sahur meal. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/3tgFY72,",1154,21,0
2021-04-12,"Now isn’t this an Instagram-worthy concoction? This beautiful Butterfly Pea Latte is a delicious work of art that’s not only easy on the eyes and taste buds but easy to make too. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3fRS8iN,",684,2,0
2021-04-11,"A local superstar! This deep-fried catfish is to be served on a warm plate of rice.  Can’t forget the quintessential tomato based sambal on the side! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2PQxq8j,",535,15,0
2021-04-11,"An iconic Indonesian dish from Palembang. Served in a rich creamy coconut broth! Sure to comfort you on a cool day to warm you right up! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/39S7oYT,",590,6,0
2021-04-10,"A culinary tradition in the Portugese Eurasian community in Malaysia and Singapore. This spicy chicken dish is usually prepared with meat leftovers and is a popular family favourite! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2Q4npUJ,",321,2,0
2021-04-10,"Comfort yourself on a cold day with these tender Dashi Braised Beef Cheeks. Radish, carrots, leeks, pumpkins, and beef cheeks simmered in a rich dashi broth, and you’ll have yourself a healthy melt-in-your-mouth dish.

For more healthy dishes, check out @fitthreesg's menu, and don’t forget to sign up at www.asianfoodnetwork.com to enjoy 10% off when you order more than 5 meals a week with them. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/39YJ482,",228,0,0
2021-04-09,"This humble dish of minced meat noodles may not look like much, but try your hand at making this bowl of Bak Chor Mee, and you’ll understand why it’s such a quintessential dish in Singapore. Fun fact: it was even awarded a Michelin Star in 2016! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3dHo4nf,",333,2,0
2021-04-09,"Easy to make and delicious to boot, it’s no surprise why this Pancit Bihon, or Rice Vermicelli with Stir-fried Vegetables, is considered a staple dish in family celebrations in the Philippines. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/39Pjm5x,",373,0,0
2021-04-08,"Going meat-free for a day is a common practice for most Buddhist on Vesak day, and here are ten delicious vegetarian recipes to help you have a hearty yet fulfilling meal. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/31Rw4fN,",313,3,0
2021-04-08,"This tasty and filling veggie burger that features Southwestern flavours and textures by Anna Olson will help you get started with healthy eating. You can even tweak the recipe to make it completely vegan. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3uuxj0Y,",206,0,0
2021-04-07,"Through the joy of music, @kreasisasa has been doing its part in spreading positivity during these trying times. What’s more, they’ve also been providing tasty ingredients that’re healthy and full of nutrients.
Find out more at the link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3dCRyT4,",120,3,0
2021-04-07,"This World Health Day, heed the famous proverb “health is wealth” with these ten incredibly rich in flavour yet highly nutritious recipes to eat your way to a healthier you. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/39IxqOw,",393,0,0
2021-04-06,"A trendy drink, but elevated further. Try out this caffeine free version that uses the sweetness from milk, whipped cream and strawberries to create a yummy refreshing experience. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/39K4tS9,",285,0,0
2021-04-06,"Gising-gising is the perfect dish for when you need a pick-me-up. This Filipino dish consists of chicken and green beans in coconut milk mixed with spices to create a creamy and spicy experience that wakes you right up! Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/31NIMw4,",300,0,0
2021-04-05,"Inspired by the classic Thai Green Curry, @fitthreesg's Thai Coconut Curry is every vegetarian’s dream! This creamy signature blend of sweet, savoury and spicy flavours is a guaranteed hit.
Don’t forget to register at asianfoodnetwork.com to enjoy 10% off your meals when you order more than five meals a week with them. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3fGMorW,",219,0,0
2021-04-05,"The ultimate comfort food fit for a king. Enjoy Macaroni Panggang,  a lunchtime treat with a nutty aroma that is sure to elevate your senses. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3dyhIGK,",339,2,0
2021-04-04,"Unique to Southeast Asia, is a most decadent fruit platter.
Indulge in a sweet and savoury experience while you crunch down on its variety of textures. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3sIPdwh,",397,6,0
2021-04-04,"Your taste buds will go bananas when you take your first bite out of this Bananacue - a match made in heaven between the starchy Saba bananas and a crunchy caramelised coat of brown sugar. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/2PJMfJl,",370,1,0
2021-04-03,"Polvoron is a soft and crumbly Filipino shortbread that is simple to prepare, and delicious to snack on. All you need are 4 simple ingredients to get you started! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2PJOtbP,",380,1,0
2021-04-03,"Here’s the epitome of wholesome: this comforting bowl of Vegetable Manchow Soup. Quick to prepare and delicious to boot, it’s no wonder why this humble dish is so popular all over India. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2QQTQWZ,",213,0,0
2021-04-02,"Stew your taro leaves in spiced coconut milk, and you’ll have yourself an easy yet delectable Laing that’s a great and delicious way to get your greens. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2O9pFt8,",240,0,0
2021-04-02,"Treat yourself right with this sweet, sticky, and oh-so-perfect Biko, a well-loved Filipino dessert made with glutinous rice and coconut milk. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3u44hVE,",338,1,0
2021-04-01,"Ayam Goreng Berempah, or Crispy Spiced Fried Chicken is considered Malaysia’s unique twist on fried chicken. Enjoy the crunch as it introduces an added layer of crispy texture. Great on its own, or as a side dish! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3cDo8oG,",284,0,0
2021-04-01,"Check out the winner of our vegetarian themed AFN Super Community Contest, Jen Serranilla’s Lumpiang Sariwa Fresh Veggie Spring Rolls! A wonderful mix of fresh vegetables wrapped in a spring onion crepe making it both healthy and delicious. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3fIZJ3d,",215,0,0
2021-03-31,"If fusion dishes excite you, you’ll love this episode of By The Sea With Ili at the link in bio. Join her as she heads to Kuala Terengganu, Malaysia, to explore the unique dishes made using a combination between Malay and Chinese elements in cooking.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3vDOA9i,",321,4,0
2021-03-31,"A twist on a Malaysian and Singaporean classic, Nasi Lemak Burrito has all the basic ingredients of Nasi Lemak but wrapped up in a tortilla like a present waiting to be enjoyed. This recipe is versatile as you can substitute the bread with chapati or any other thin flat bread. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3sJgyhK,",289,1,0
2021-03-30,"Mie Jawa is usually sold by street vendors in Indonesia but can be enjoyed at home too! Slippery noodles, delicious broth, and chicken slices make it a complete meal to be enjoyed for lunch or dinner. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/3u0ZdRR,",368,4,0
2021-03-30,"When old school and new school collides! Check out this original take on a Filipino sweet spring roll that’s served together with flash frozen vanilla ice-cream. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2PAzGAa,",160,1,0
2021-03-29,"Steamed rice cakes with rich coconut curry vegetable stew? Yes please! This dish may look complex but it’s surprisingly easy to prepare. Delight your guests with homely flavours of Lontong. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/31p7Uco,",438,3,0
2021-03-29,"Love fusion dishes? Matthias has just the thing for your Holy Week. Join Matthias as he shows you how to make his Korean-inspired Ukoy, the delicious result when you fuse the Korean seafood pancake, Haemul Pajeon, and the crispy Philippines version, Ukoy. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3rvMDZ6,",195,0,0
2021-03-28,"Ikan Salai Masak Lemak, or Smoked Tilapia in Coconut Gravy is a local Malaysian dish that is prepared by smoking the tilapia over coconut husks. Pair it with the rich coconut gravy and you’re left with an amazing experience for the senses. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3u0gafj,",322,0,0
